date,open,high,low,close,volume
04-07-2022,3312,3317.95,3225.05,3235.05,2622535
01-07-2022,3260,3333,3252.05,3315.1,1502879
30-06-2022,3272,3310.9,3255,3267.1,2719603
29-06-2022,3271,3333,3271,3290.5,2133994
28-06-2022,3307,3330,3272.6,3318.15,1400046
27-06-2022,3350,3362.9,3306.5,3314.7,2037686
24-06-2022,3339,3345,3277.5,3293.1,2132118
23-06-2022,3222.95,3318,3222.95,3308.8,3692578
22-06-2022,3199.9,3250.55,3183,3222.95,3336315
21-06-2022,3130,3237.75,3125.4,3211.95,2964461
20-06-2022,3094,3138.75,3069,3112.4,1502769
17-06-2022,3092,3118.75,3023.85,3088.9,5240434
16-06-2022,3240,3244.85,3133.05,3142,2032028
15-06-2022,3218.5,3234,3201,3206.3,1404536
14-06-2022,3190,3238.9,3174.7,3210.55,2611493
13-06-2022,3290,3293,3192.45,3219.6,3030921
10-06-2022,3382,3393,3352,3359.9,1527582
09-06-2022,3385,3437,3353.1,3427.1,1279197
08-06-2022,3380.15,3413.95,3346.5,3404.15,2185707
07-06-2022,3401.05,3418.85,3356,3362.7,2308256
06-06-2022,3418,3453,3377.15,3430.95,1084210
03-06-2022,3459.4,3477.3,3431.2,3440.15,1913622
02-06-2022,3355,3432,3346.3,3423,2657939
01-06-2022,3388,3388,3340.05,3355.2,1493835
31-05-2022,3354.15,3383.4,3325,3364.35,4840965
30-05-2022,3297,3386.6,3286.35,3375.25,2094624
27-05-2022,3253.2,3278.9,3229.2,3261.3,3103153
26-05-2022,3191,3241.5,3180.55,3226.95,2813186
25-05-2022,3292.85,3292.85,3154.05,3167.65,3548046
24-05-2022,3315.15,3324.85,3275.6,3288,1711510
23-05-2022,3304.8,3338.9,3267,3321.75,2293690
20-05-2022,3310,3313.9,3270.05,3293,3065125
19-05-2022,3397,3405,3230,3261.95,4642963
18-05-2022,3465,3495,3443.05,3448.8,1866781
17-05-2022,3370,3467,3350.4,3451.6,1754076
16-05-2022,3415,3430,3366.6,3376.8,1195813
13-05-2022,3435,3439.9,3382.15,3414.9,2187823
12-05-2022,3378,3449.7,3350.1,3408.65,2807195
11-05-2022,3435,3448.45,3382.15,3412,1841769
10-05-2022,3434,3464.8,3422,3438.75,1622685
09-05-2022,3398,3456,3346.85,3445.1,2481830
06-05-2022,3459,3474.5,3424.5,3432.6,2010812
05-05-2022,3512.1,3533,3485.35,3513.4,1612262
04-05-2022,3538.5,3545.45,3465.3,3479.75,2305825
02-05-2022,3519.9,3547.95,3492.75,3542.4,1324161
29-04-2022,3597,3623.25,3536.85,3546.7,2051115
28-04-2022,3588,3604.4,3538.05,3584.3,1703660
27-04-2022,3546,3568.45,3506.3,3561.2,1727648
26-04-2022,3575.15,3587.9,3518.15,3546.3,1943469
25-04-2022,3558,3584,3533.1,3548.2,1960694
22-04-2022,3581.1,3617,3571.5,3612.55,1581465
21-04-2022,3580,3644,3567.4,3628.65,2280996
20-04-2022,3500,3569.15,3480,3556.8,2640370
